key_resp_17.keys,key_resp_17.rt,key_resp_13.keys,key_resp_13.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,Text,Condition,participant,Gender*,Age*,Estimated hours since last sleep*,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_2.keys,key_resp_2.rt,key_resp_11.keys,key_resp_11.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,Word,key_resp_3.keys,key_resp_3.rt,key_resp_9.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Stimuli,key_resp_9.rt,keyrespp.keys,keyrespp.rt,key_resp_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Response,Congr,RightAns,key_resp_4.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_14.keys,key_resp_14.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,key_resp_5.keys,key_resp_5.rt,key_resp_12.keys,key_resp_12.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_6.keys,key_resp_6.rt,key_resp_15.keys,key_resp_15.rt,socialexc.thisRepN,socialexc.thisTrialN,socialexc.thisN,socialexc.thisIndex,socialexc.ran,Question,key_resp_7.keys,key_resp_7.rt,key_resp_16.keys,key_resp_16.rt
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,53 + 13 x 7 = -150?,,,,right,0,11,11,12,1,YOU’RE NOT TRYING HARD ENOUGH,0,right,3.1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,54 + 60 - 1 = 113?,,,,left,0,12,12,5,1,PAY ATTENTION,1,left,4.2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,72 + 17 x 3 = 121?,,,,left,0,13,13,2,1,RESPONSE RECORDED,0,right,3.8839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,20 x 2 - 77 = 24?,,,,,,,,,,YOU NEED TO CONCENTRATE,0,right,,space,8.9067,right,3.7848,0,0,0,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,13 x 3 + 2 = 90?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,3.4371,0,1,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,10 x 11 + 45 = 155?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,3.1664,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,33 - 15 - 49 = -40?,,,,,,,,,,TRY HARDER,0,right,,,,right,2.9554,0,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,7 - 8 - 9 = -11?,,,,,,,,,,SPEED UP,0,right,,,,right,3.3385,0,4,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,7 + 46 + 16 = 67?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,,,0,5,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,2 x 40 + 10 = 800?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,2.793,0,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,6 - 13 + 4 = -3?,,,,,,,,,,CONCENTRATE,1,left,,,,right,2.9079,0,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,17 x 2 - 10 = 24?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,right,3.0556,0,8,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,62 - 15 x 3 = 5?,,,,,,,,,,PAY ATTENTION,0,right,,,,,,0,9,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,12 + 10 x 4 = 70?,,,,,,,,,,RESPONSE RECORDED,0,right,,,,right,2.6054,0,10,10,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,7 x 11 - 21 = 56?,,,,,,,,,,GO FASTER,1,left,,,,left,3.089,0,11,11,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,56 - 6 x 3 = 33?,,,,,,,,,,SPEED UP,0,right,,,,left,2.9986,0,12,12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,55 - 66 + 14 = 3?,,,,,,,,,,RESPONSE RECORDED,1,left,,,,left,3.2542,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,"You have now completed the mental arithmetic task. You are halfway through the experiment.

Press SPACE to continue",,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.0117,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,shiny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.2107,left,1.9536,0,0,0,25,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.9389,0,1,1,22,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,ate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0617,0,2,2,4,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2804,0,3,3,8,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.556,0,4,4,6,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,squeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4886,0,5,5,9,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4798,0,6,6,14,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,businessman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.0546,0,7,7,16,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,volcano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2655,0,8,8,19,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,farm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.178,0,9,9,12,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.8041,0,10,10,20,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,rocket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2293,0,11,11,15,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.2209,0,12,12,18,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7962,0,13,13,11,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,football,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1635,0,14,14,27,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,jaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0575,0,15,15,0,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2919,0,16,16,24,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.24,0,17,17,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,stole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3713,0,18,18,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,clang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.2531,0,19,19,13,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9663,0,20,20,21,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,handshake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,5.6949,0,21,21,1,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.2445,0,22,22,23,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,sled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9662,0,23,23,5,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,delirium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.9338,0,24,24,7,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.879,0,25,25,17,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0337,0,26,26,10,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.6392,0,27,27,26,1,,,,,,,,,,,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.2324,7,11.3077,0,0,0,1,1,Negative feedback showed me that I had lower task competencies than the other participants.,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4.9166,0,1,1,2,1,I felt alone during the experiment.,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.1247,0,2,2,3,1,I felt stressed during the experiment.,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.0737,0,3,3,0,1,I felt excluded during the experiment.,,,,
,,,,,,,,,,,M24,man,24,4-6h,2021-12-11_18h10.46.274,bachelor,2021.2.3,Win32,60.29181237,IwAR2Q7jZKIq7PnqEC-VFvwAdnbxakit3fX_VvYV9IJgwedJLOMhHyzayGzxI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,15.3379,space,6.9257
